model_name sample size system_name config_name core0_status core1_status core2_status core3_status core_freq gpu_status gpu_freq emc_status emc_freq inference_time power_consumption
xception ILSVRC2017_test_00002118.JPEG 200x200 TX2 Config160 1 0 0 0 806400 1 1300500000 1 1062400000 0.20591489473978677 2039.7777777777778
xception ILSVRC2017_test_00002118.JPEG 200x200 TX2 Config161 1 0 0 0 806400 1 1300500000 1 1331200000 0.1910623179541694 2073.6666666666665
xception ILSVRC2017_test_00002118.JPEG 200x200 TX2 Config162 1 0 0 0 806400 1 1300500000 1 1600000000 0.18727284007602268 2149.6666666666665
xception ILSVRC2017_test_00002118.JPEG 200x200 TX2 Config163 1 0 0 0 806400 1 1300500000 1 1866000000 0.19355559349060059 2123.6666666666665
xception ILSVRC2017_test_00002118.JPEG 200x200 TX2 Config164 1 0 0 0 806400 1 140250000 1 1062400000 0.6530854966905382 1761.111111111111
xception ILSVRC2017_test_00002118.JPEG 200x200 TX2 Config165 1 0 0 0 806400 1 140250000 1 1331200000 0.6386592388153076 1803.0
xception ILSVRC2017_test_00002118.JPEG 200x200 TX2 Config166 1 0 0 0 806400 1 140250000 1 1600000000 0.6392840279473199 1886.888888888889
xception ILSVRC2017_test_00002118.JPEG 200x200 TX2 Config167 1 0 0 0 806400 1 140250000 1 1866000000 0.6265489260355631 1904.0
xception ILSVRC2017_test_00002118.JPEG 200x200 TX2 Config168 1 0 0 0 806400 1 497250000 1 1062400000 0.2885753843519423 1337.6666666666667
xception ILSVRC2017_test_00002118.JPEG 200x200 TX2 Config169 1 0 0 0 806400 1 497250000 1 1331200000 0.2724856005774604 1210.4444444444443
xception ILSVRC2017_test_00002118.JPEG 200x200 TX2 Config170 1 0 0 0 806400 1 497250000 1 1600000000 0.2722044520907932 1159.7777777777778
xception ILSVRC2017_test_00002118.JPEG 200x200 TX2 Config171 1 0 0 0 806400 1 497250000 1 1866000000 0.26426834530300564 1185.0
xception ILSVRC2017_test_00002118.JPEG 200x200 TX2 Config172 1 0 0 0 806400 1 943500000 1 1062400000 0.22594568464491102 1346.3333333333333
xception ILSVRC2017_test_00002118.JPEG 200x200 TX2 Config173 1 0 0 0 806400 1 943500000 1 1331200000 0.20565960142347547 1371.7777777777778
xception ILSVRC2017_test_00002118.JPEG 200x200 TX2 Config174 1 0 0 0 806400 1 943500000 1 1600000000 0.20215985510084364 1464.111111111111
xception ILSVRC2017_test_00002118.JPEG 200x200 TX2 Config175 1 0 0 0 806400 1 943500000 1 1866000000 0.1946155760023329 1447.0
xception ILSVRC2017_test_00002118.JPEG 200x200 TX2 Config176 1 0 0 0 960000 1 1300500000 1 1062400000 0.18086160553826225 2090.5555555555557
xception ILSVRC2017_test_00002118.JPEG 200x200 TX2 Config177 1 0 0 0 960000 1 1300500000 1 1331200000 0.18201756477355957 2209.0
